Time (s),X (rad/s),Y (rad/s),Z (rad/s)
4.287839308E1,-2.261511050E-3,-3.535214346E-4,1.179593150E-3
4.288843908E1,-2.122864127E-3,-1.878091833E-3,1.796025317E-3
4.289848508E1,-3.343123943E-3,-1.606981969E-3,1.903350698E-3
4.290853108E1,-5.999717396E-3,7.860609330E-4,-3.404031741E-3
4.291857708E1,-8.426656947E-3,5.168153439E-4,-4.930023104E-3
4.292862308E1,-6.424063351E-3,-2.694868715E-3,-3.525293898E-3
4.293866908E1,-5.185693037E-3,-7.459676708E-4,-5.499761552E-3
4.294871508E1,-6.402896717E-3,3.547640808E-4,-4.772365559E-3
4.295876108E1,-7.291593589E-3,2.384625608E-3,-6.187569350E-3
4.296880708E1,-1.020529121E-2,2.927848836E-3,-6.474421825E-3
4.297885308E1,-8.034016006E-3,6.053059478E-4,-6.918636616E-3
4.298889908E1,-5.423215684E-3,2.041459316E-3,-5.904947408E-3
4.299894508E1,-5.025073420E-3,3.404997755E-3,-5.476178601E-3
4.300899108E1,-9.215930477E-4,3.144439834E-4,-3.007340012E-3
4.301903708E1,5.602085963E-3,3.101829207E-4,-5.683284253E-3
4.302908308E1,1.287293155E-2,2.746089129E-3,-7.297602948E-3
4.303912908E1,2.211543173E-2,-3.444695147E-3,-1.371875219E-2
4.304917508E1,4.103663564E-2,-2.812329214E-3,-1.495818421E-2
4.305922108E1,4.872091860E-2,-4.669084679E-3,-1.862722263E-2
4.306926708E1,3.369190544E-2,-7.433712482E-3,-1.757021248E-2
4.307931308E1,5.378507078E-3,-3.675726010E-3,-1.851776615E-2
4.308935908E1,-8.202205412E-3,-1.092562103E-3,-2.028515935E-2
4.309940508E1,-3.482449427E-2,1.937848865E-3,-1.522142440E-2
4.310945108E1,-1.726872474E-1,-1.119347289E-2,-3.443690762E-2
4.311949708E1,-1.115069762E-1,2.223106287E-2,-1.985221868E-3
4.312954308E1,-5.200450867E-2,-1.198203489E-2,-1.432790793E-2
4.313958908E1,-5.060355738E-2,1.932757790E-3,-2.244007029E-2
4.314963508E1,-8.157461137E-2,9.869851172E-3,-3.803130984E-2
4.315968108E1,-8.083877712E-2,7.360088639E-3,-5.920290947E-2
4.316972708E1,-6.283881515E-2,1.084387302E-2,-2.449727431E-2
4.317977308E1,-4.083817825E-2,1.220528036E-2,3.712526523E-3
4.318981908E1,-9.795783088E-3,8.300316520E-3,1.418049540E-2
4.319986508E1,1.026687399E-2,9.588221088E-3,1.776537672E-2
4.320991108E1,2.683661133E-2,4.490443040E-3,2.074714005E-2
4.321995708E1,2.936421707E-2,5.713632796E-3,3.014916368E-2
4.323000308E1,2.192510106E-2,5.568963941E-3,4.204840213E-2
4.324004908E1,2.360528894E-2,5.542171857E-5,4.896516725E-2
4.325009508E1,-4.984775931E-2,1.583324559E-2,5.592856556E-2
4.326014108E1,4.565319791E-2,8.159468998E-4,6.152093783E-2
4.327018708E1,7.045117021E-2,-1.190026291E-2,6.108157337E-2
4.328023308E1,6.880853325E-2,-1.097055338E-2,4.450872168E-2
4.329027908E1,4.296101630E-2,-6.562311202E-3,3.241432831E-2
4.330032508E1,2.167515690E-3,-5.802777596E-3,6.518549286E-3
4.331037108E1,-2.275384963E-2,-1.571591711E-3,-6.623438094E-3
4.332041708E1,-2.978779189E-2,1.606358448E-3,-1.143150963E-2
4.333046308E1,-3.027760237E-2,8.927226299E-4,-1.911694929E-2
4.334050808E1,-2.358028665E-2,8.334659971E-3,-1.891428232E-2
4.335055408E1,-2.520730719E-2,4.313135520E-3,-2.142292075E-2
4.336060008E1,-2.133773454E-2,-1.566058607E-3,-2.123676613E-2
4.337064608E1,-7.741100620E-3,-9.323004633E-4,-9.936144575E-3
4.338069208E1,-2.345535904E-3,5.295086303E-4,-5.831947085E-3
4.339073808E1,9.494340979E-3,-7.340421434E-4,-9.761461988E-4
4.340078408E1,1.330585685E-2,2.137910575E-3,-5.307245068E-3
4.341083008E1,6.655917503E-3,1.024162164E-3,-5.593741778E-3
4.342087608E1,2.091501467E-2,-3.325312631E-3,-3.832060844E-3
4.343092208E1,3.488790244E-2,-1.007398497E-2,-6.353186443E-3
4.344096808E1,3.814255074E-2,-8.351185359E-3,-3.256196855E-3
4.345101408E1,3.180748224E-2,-1.417614054E-2,-1.205412671E-2
4.346106008E1,1.539122500E-2,-9.364075027E-3,-5.855087657E-3
4.347110608E1,-3.408886027E-3,-2.855220577E-3,-4.250088707E-3
4.348115208E1,-4.715343937E-2,5.511993170E-2,1.467167120E-2
4.349119808E1,-4.373582453E-2,8.478260599E-3,-9.988667443E-3
4.350124408E1,1.340282708E-2,-7.842656225E-3,-1.368281897E-3
4.351128921E1,1.690664515E-2,-1.351910760E-3,6.566517055E-3
4.352133521E1,7.991180755E-3,3.471859964E-4,7.867204957E-3
4.353138121E1,4.277903587E-3,2.372889780E-3,1.113981660E-2
4.354142721E1,1.332980348E-3,2.213099971E-3,1.482350100E-2
4.355147321E1,6.966387853E-3,2.343995497E-3,1.640941389E-2
4.356151921E1,8.150429465E-3,2.736811759E-3,1.863741316E-2
4.357156521E1,1.559602283E-2,-4.901564680E-4,1.844199747E-2
4.358161121E1,9.324011393E-3,1.064064330E-3,2.040847577E-2
4.359165721E1,5.528948735E-3,2.809855621E-3,1.298935246E-2
4.360170321E1,-1.403884962E-4,-2.158804098E-3,2.091225609E-2
4.361174921E1,4.828035831E-3,-1.704572700E-3,1.087867841E-2
4.362179521E1,1.555125415E-2,-4.197291564E-3,3.894005669E-3
4.363184121E1,2.027300745E-2,-3.623808967E-3,-1.075067790E-3
4.364188721E1,1.547425799E-2,-6.025447510E-3,-1.293598767E-2
4.365193321E1,5.200770218E-3,-2.969899680E-3,-1.463922672E-2
4.366197921E1,-6.995175499E-3,2.127656946E-3,-1.700411551E-2
4.367202521E1,-1.898379251E-2,1.293895184E-3,-2.104096487E-2
4.368207121E1,-2.207891829E-2,2.383926883E-3,-2.212007716E-2
4.369211721E1,-2.233909070E-2,2.892843680E-3,-1.832101867E-2
4.370216321E1,-1.458130125E-2,1.530104317E-3,-1.419844572E-2
4.371220921E1,-1.266371459E-2,1.446153969E-3,-4.834533669E-3
4.372225521E1,-4.486478399E-3,3.413164755E-3,-9.910599329E-4
4.373230121E1,-1.863747835E-3,2.306503477E-3,5.133009981E-4
4.374234721E1,6.766417064E-4,8.079427644E-4,3.327995772E-3
4.375239321E1,1.480280189E-3,1.568629872E-3,1.909241197E-3
4.376243921E1,-1.515509561E-3,2.927093592E-4,2.740680007E-3
4.377248521E1,-2.478829585E-3,-1.310010441E-3,4.252142273E-3
4.378253121E1,-3.512136638E-3,9.137290763E-4,3.514101263E-4
4.379257721E1,2.215146087E-3,4.469384439E-4,-1.620099647E-3
4.380262321E1,1.017346978E-2,-2.446319675E-3,-2.256687731E-4
4.381266921E1,1.737045497E-2,-2.063714433E-3,-1.742248423E-3
4.382271521E1,1.525883377E-2,-4.087450448E-3,-3.820579499E-3
4.383276121E1,9.925972670E-3,-1.767214388E-3,-5.142399110E-3
4.384280721E1,6.255070679E-3,-3.095332766E-3,-7.243366912E-3
4.385285321E1,1.216071658E-3,-2.218518173E-3,-8.514372632E-3
4.386289921E1,-7.280358113E-4,-3.778598038E-3,-7.764958777E-3
4.387294521E1,-2.518722322E-3,-3.081249539E-3,-6.064795889E-3
4.388299121E1,-4.272680264E-3,-4.332669079E-3,-4.238399677E-3
4.389303721E1,-2.956446260E-3,-2.410633489E-3,-5.025217310E-3
4.390308321E1,-2.954049502E-3,-2.319020685E-3,-5.574894138E-3
4.391312921E1,-4.681954626E-3,1.806197834E-4,-2.540753456E-3
4.392317521E1,-4.575428087E-3,4.402779741E-4,-3.535444150E-3
4.393322121E1,-7.479709107E-3,7.032208960E-4,-2.777065383E-3
4.394326721E1,-5.368355196E-3,1.188981463E-3,5.630713422E-4
4.395331321E1,-5.584020633E-3,1.307107508E-3,-3.797458485E-4
4.396335921E1,-6.012789439E-3,1.749724848E-3,-2.246089047E-3
4.397340521E1,-6.914726458E-3,1.156003331E-3,-3.897182178E-4
4.398345121E1,-8.626073599E-3,8.697134326E-4,-3.735713894E-3
4.399349721E1,-1.018345729E-2,8.517659153E-4,-2.141131554E-3
4.400354321E1,-2.672811504E-3,2.484550001E-3,-3.011452500E-3
4.401358921E1,-7.462576032E-4,1.853248221E-3,-5.528138950E-3
4.402363521E1,6.870915182E-3,6.668099086E-4,-1.711563440E-3
4.403368121E1,1.208339445E-2,-2.099472913E-4,-2.225110307E-3
4.404372721E1,2.001029253E-2,5.556861404E-3,5.793933757E-3
4.405377321E1,1.550506335E-3,-3.653340507E-3,9.042162448E-3
4.406381921E1,6.633415818E-3,2.697499702E-3,8.346545510E-3
4.407386521E1,4.763538018E-3,-1.345459605E-3,3.025245387E-4
4.408391121E1,-6.596442312E-3,-1.011499204E-3,-8.204145357E-3
4.409395721E1,5.632017273E-3,-2.495280001E-3,-6.592131220E-3
4.410400321E1,-3.375059459E-3,1.009694487E-2,-3.702601651E-3
4.411404821E1,-3.640071023E-3,5.989269819E-3,-2.114766277E-3
4.412409421E1,-1.020556316E-2,5.672353785E-3,3.582001664E-3
4.413414021E1,-1.660876721E-2,1.130630146E-3,-6.528807804E-3
4.414418621E1,-3.860481083E-3,-3.419114277E-3,-5.993778817E-3
4.415423221E1,-5.904901773E-4,3.115305444E-3,1.979104709E-3
4.416427821E1,-3.608650528E-3,3.399731126E-3,5.772167351E-4
4.417432421E1,-3.106554039E-3,2.074616728E-3,1.550036715E-3
4.418437021E1,-4.999263212E-3,3.180361120E-3,-7.408144884E-4
4.419441621E1,2.638172591E-3,1.698177890E-3,-3.808507463E-3
4.420446221E1,9.370643646E-3,1.105890842E-3,-7.634491194E-4
4.421450821E1,1.937978202E-3,-2.434136113E-4,-1.711210702E-3
4.422455421E1,1.506013330E-3,1.420529443E-3,-1.232907176E-3
4.423460021E1,1.238659024E-3,6.711308961E-4,-1.837770455E-3
4.424464621E1,-4.461837001E-3,7.717983681E-4,-2.693444025E-3
4.425469221E1,-2.935457509E-3,2.167723374E-3,-3.688250203E-3
4.426473821E1,-6.067068782E-3,-3.849163768E-4,-1.522567589E-3
4.427478421E1,-6.190151908E-3,3.985862713E-3,-1.362512819E-3
4.428483021E1,-1.769570634E-3,1.574370544E-3,-2.929516602E-3
4.429487621E1,-5.579227116E-3,-1.249793451E-3,-8.181021549E-4
4.430492221E1,-3.484917339E-3,4.771879874E-3,-1.297204522E-3
4.431496821E1,-5.682526156E-3,1.879051095E-3,-3.200952196E-3
4.432501421E1,-3.105118871E-3,1.765334164E-3,-4.165815189E-3
4.433506021E1,1.573784044E-3,1.392076956E-3,-4.469620995E-3
4.434510621E1,4.251326434E-3,-1.921960618E-3,-4.176673479E-3
4.435515221E1,1.212689839E-2,-1.161610940E-3,-2.243546071E-3
4.436519821E1,1.188881230E-2,5.120028618E-6,-4.554636776E-3
4.437524421E1,1.030075550E-2,-9.449350764E-4,-4.702295177E-3
4.438529021E1,7.653839886E-3,2.771506319E-3,-5.014950410E-3
4.439533621E1,5.779501982E-3,8.437616634E-4,-5.369888153E-3
4.440538221E1,6.756882183E-3,1.673868974E-3,-4.811689723E-3
4.441542821E1,6.841829047E-3,1.149732154E-3,-4.844595678E-3
4.442547421E1,1.584749203E-3,5.241555627E-4,-4.105835222E-3
4.443552021E1,5.177096464E-4,3.146108706E-3,-1.561479876E-3
4.444556621E1,3.304895945E-4,3.715758910E-3,1.817805227E-3
4.445561221E1,1.372029306E-3,2.710815985E-3,-4.765097983E-4
4.446565821E1,4.322811961E-3,3.132128157E-3,1.295823837E-3
4.447570421E1,1.464034896E-3,2.870382974E-3,5.369142164E-4
4.448575021E1,-1.376492903E-3,4.588920623E-3,-1.906612888E-4
4.449579621E1,1.192902215E-3,3.027376486E-3,1.327872043E-3
4.450584221E1,-3.976293374E-3,1.888076193E-3,-5.725596566E-4
4.451588863E1,-4.865094088E-4,2.437085204E-4,3.334295005E-3
4.452593463E1,4.999868572E-3,3.193423036E-4,5.944459233E-3
4.453598063E1,6.111382041E-3,-1.528699999E-3,7.467287593E-3
4.454602663E1,2.657528501E-3,-1.825642539E-3,6.689910777E-3
4.455607262E1,4.056567326E-3,-8.245161735E-4,7.775770500E-3
4.456611862E1,3.180653788E-3,-1.280995639E-4,6.861241534E-3
4.457616463E1,-1.382857095E-3,-1.014089095E-3,5.265297368E-3
4.458621063E1,-4.950960632E-3,-1.715832041E-3,3.054074943E-3
4.459625663E1,-7.371882442E-3,-4.666020686E-4,2.189849736E-3
4.460630263E1,-1.040735282E-2,-1.408828422E-3,-1.073931344E-4
4.461634863E1,-1.230655238E-2,-2.735910704E-3,-2.019177191E-5
4.462639463E1,-1.390524767E-2,-5.433160346E-3,-8.007641882E-4
4.463644063E1,-1.107828505E-2,-5.922397599E-3,-4.696717951E-4
4.464648663E1,-3.264304250E-3,-5.320789758E-3,1.684559160E-3
4.465653263E1,2.496948699E-3,-6.464573089E-3,2.539951820E-4
4.466657862E1,3.364872653E-3,-7.227568887E-3,7.330977824E-4
4.467662462E1,4.470685963E-3,-6.701726466E-3,2.942108549E-4
4.468667063E1,4.729811568E-3,-7.617854048E-3,8.055376820E-4
4.469671663E1,5.495293532E-3,-6.657711696E-3,1.163169974E-3
4.470676263E1,4.613786936E-3,-7.749607787E-3,1.493668300E-3
4.471680863E1,2.280460671E-3,-8.290687576E-3,2.331631258E-4
4.472685463E1,5.540436134E-3,-7.527957670E-3,2.424145816E-3
4.473690063E1,5.873304326E-3,-7.791892625E-3,6.593117490E-3
4.474694663E1,1.120415330E-2,-7.821719162E-3,9.208342060E-3
4.475699263E1,1.513756625E-2,-6.523057353E-3,9.723512456E-3
4.476703863E1,1.586167887E-2,-3.620744450E-3,5.456063431E-3
4.477708463E1,1.145822462E-2,-1.853159396E-3,3.627891187E-3
4.478713062E1,8.096516132E-3,-4.469448701E-3,-2.329333685E-3
4.479717662E1,9.791830555E-3,-5.145655479E-3,6.846848410E-4
4.480722263E1,-7.724045776E-3,-4.454032518E-3,5.715928972E-3
4.481726863E1,-5.061292555E-3,-5.521932035E-4,-1.599767711E-4
4.482731363E1,-3.046202473E-4,-6.217158807E-5,-1.537363743E-3
4.483735963E1,-6.957841106E-4,-1.068550511E-3,2.219971735E-3
4.484740563E1,5.992478691E-3,-2.062974731E-3,5.181140266E-3
4.485745163E1,7.517643273E-3,-3.583002544E-4,4.518072587E-3
4.486749763E1,9.114474989E-3,1.141445391E-4,7.322913967E-3
4.487754363E1,6.952575408E-3,1.945896423E-3,3.964016214E-3
4.488758963E1,5.585041828E-3,2.388102148E-4,2.808470977E-3
4.489763563E1,3.601036500E-3,-3.661124210E-4,2.743431833E-3
4.490768162E1,-1.363095827E-3,-3.374989683E-5,3.997780848E-3
4.491772762E1,-2.336214762E-3,9.055470000E-4,3.040108131E-3
4.492777363E1,-2.904533409E-3,-1.148016541E-3,2.301274799E-5
4.493781963E1,-4.337074701E-3,-1.136846025E-3,4.523734096E-4
4.494786563E1,-1.670451835E-3,-3.195218742E-4,-1.449736301E-4
4.495791163E1,2.720094519E-3,-1.136667794E-3,3.395425156E-4
4.496795763E1,5.192040466E-3,-1.592334593E-3,2.138241427E-3
4.497800363E1,6.281491369E-5,8.887987351E-4,8.212114684E-3
4.498804963E1,-3.035506699E-3,4.898571642E-4,4.547338933E-3
4.499809563E1,-5.022013094E-3,9.151343838E-4,5.117373541E-3
4.500814163E1,-3.670990933E-3,-1.940721850E-4,4.653983749E-3
4.501818762E1,-1.680226997E-4,-2.131313551E-3,6.319225766E-3
4.502823362E1,2.452527871E-3,-2.324126428E-3,5.245172419E-3
4.503827963E1,1.700360794E-3,-1.230706926E-3,4.985813517E-3
4.504832563E1,2.508097561E-3,1.024191501E-3,2.252344973E-3
4.505837163E1,-1.712524798E-3,1.853233320E-3,-1.182335662E-3
4.506841763E1,-2.550621517E-3,-6.530787505E-5,-2.336017089E-3
4.507846363E1,-4.491131753E-3,-3.342124110E-4,-1.975455787E-3
4.508850963E1,-4.185400903E-3,-3.259566147E-4,1.152959419E-3
4.509855563E1,-3.526941407E-3,-1.560037781E-4,-1.028957777E-4
4.510860163E1,-3.576209303E-3,-2.391098678E-5,-1.865109662E-3
4.511864763E1,-1.104796305E-3,1.618726761E-3,-1.244326821E-3
4.512869362E1,-7.492024451E-5,4.492297594E-4,-2.280682558E-3
4.513873962E1,1.974914921E-3,1.720356522E-3,-2.269231016E-3
4.514878563E1,4.384118598E-3,1.778206904E-3,-2.900371794E-3
4.515883163E1,6.536797155E-3,-8.093214128E-4,-2.204484539E-3
4.516887763E1,7.316570729E-3,-1.377640059E-3,-5.210127681E-3
4.517892363E1,6.419062614E-3,1.054491848E-3,-4.659120925E-3
4.518896963E1,2.870666562E-3,1.171670971E-3,-4.605324939E-3
4.519901563E1,2.187674399E-3,2.574417507E-3,-4.583192058E-3
4.520906163E1,-3.410289995E-3,2.750718733E-3,-6.397071294E-3
4.521910763E1,-3.241631202E-3,1.999219414E-3,-2.666161163E-3
4.522915363E1,2.103333361E-3,-4.740582954E-4,-3.733822377E-3
4.523919962E1,3.895369824E-3,8.951902855E-4,-1.731596189E-3
4.524924562E1,8.080527186E-3,7.292753435E-4,-5.925621372E-4
4.525929162E1,1.184152067E-2,2.220808528E-3,-5.084101111E-3
4.526933763E1,1.300691906E-2,2.018661035E-4,-9.680185467E-3
4.527938363E1,1.778087579E-2,-1.176068210E-3,-1.188575570E-2
4.528942963E1,1.619363204E-2,-5.318495096E-4,-1.340988278E-2
4.529947563E1,8.140056394E-3,1.445356756E-3,-7.754427381E-3
4.530952163E1,4.241987597E-3,-8.811807493E-4,-3.466738621E-3
4.531956763E1,6.962451153E-3,-5.391778424E-3,-3.260339377E-3
4.532961363E1,8.882856928E-3,-5.267142318E-3,-1.057372661E-3
4.533965963E1,1.055402681E-2,-4.523541313E-3,-2.916441765E-3
4.534970563E1,5.956612062E-3,-5.529949442E-3,-2.814442385E-3
4.535975162E1,-5.653612316E-4,-1.781756408E-3,-1.864464954E-3
4.536979762E1,-5.339875817E-3,-3.813215764E-3,-3.235460259E-3
4.537984363E1,-8.834376931E-3,-3.799873404E-3,-1.699461835E-3
4.538988963E1,-5.295569077E-3,-3.711989149E-3,-7.215491496E-4
4.539993563E1,3.258856013E-4,-3.016608069E-3,1.850945293E-3
4.540998163E1,8.686380461E-4,-1.720447559E-3,3.297041636E-3
4.542002763E1,-1.503254753E-3,-5.037992261E-3,-1.593408640E-3
4.543007363E1,-7.236774080E-3,-4.932531156E-3,-3.169999924E-3
4.544011963E1,-4.461304285E-3,-2.364606597E-3,-2.972277347E-3
4.545016563E1,-6.901100278E-6,-5.428839475E-3,-7.113674656E-6
4.546021063E1,-4.835618194E-3,-2.129406203E-3,-1.991343452E-3
4.547025663E1,-4.608717281E-3,-2.725954168E-3,-4.085919820E-3
4.548030262E1,-7.403216790E-3,-6.515896879E-3,-4.341586493E-3
4.549034862E1,-1.330371574E-2,-4.266324919E-3,-2.733303932E-3
4.550039463E1,-1.166151278E-2,-1.711792895E-3,-1.516620163E-3
4.551044008E1,-1.407806575E-2,-3.035916481E-3,1.854060683E-4
4.552048608E1,-1.657909900E-2,2.008200157E-3,1.989076845E-3
4.553053208E1,-1.453299075E-2,-1.044315053E-3,2.138746437E-3
4.554057808E1,-8.253654465E-3,1.919976930E-4,3.458845895E-3
4.555062408E1,-2.178717870E-3,3.472479526E-3,4.314253107E-3
4.556067008E1,-3.825960215E-3,-3.871365625E-4,4.408114124E-3
4.557071608E1,-8.799713105E-4,1.451509772E-3,3.223540261E-3
4.558076208E1,-3.773125820E-3,3.294315247E-4,1.893913141E-3
4.559080808E1,-4.311084747E-3,8.064036374E-4,1.306419843E-3
4.560085408E1,-2.203377429E-3,5.272835493E-3,3.822130617E-3
4.561090008E1,7.077241316E-4,1.825905871E-3,3.273253096E-3
4.562094608E1,-2.261921763E-4,-7.442812785E-4,5.524304695E-3
4.563099208E1,-5.479021929E-4,-3.765371162E-3,6.892104167E-3
4.564103808E1,6.753082387E-3,8.465715684E-3,9.532949887E-3
4.565108408E1,5.574899726E-3,2.480607294E-2,8.130528964E-3
4.566113008E1,-2.830362320E-2,1.952693425E-2,1.468719449E-3
4.567117608E1,-4.029823467E-2,-8.470471948E-4,-1.107716560E-2
4.568122208E1,-1.490934100E-2,-9.648988955E-3,-1.033789851E-2
4.569126808E1,1.013715565E-2,-5.753849633E-3,1.121186838E-2
4.570131408E1,3.500998765E-2,5.010099616E-3,1.591480523E-2
4.571136008E1,3.412555158E-2,-1.108151767E-2,1.564902067E-2
4.572140608E1,-1.432480477E-2,-9.946757555E-2,-5.810562894E-2
4.573145208E1,-6.112681236E-3,-1.649039797E-2,4.076822102E-2
4.574149808E1,8.751350455E-3,-2.048416529E-3,3.052120656E-2
4.575154408E1,2.391325869E-2,-9.765458293E-3,2.129788138E-2
4.576159008E1,1.789105311E-2,-1.143526006E-2,7.164219860E-3
4.577163608E1,9.302359074E-3,-1.069436874E-2,6.916812155E-3
4.578168208E1,7.198727690E-3,-7.010684349E-3,1.130064204E-2
4.579172808E1,-4.107456189E-3,-5.410923623E-3,8.083809167E-3
4.580177408E1,-2.249224111E-2,-3.899269039E-3,3.412894439E-4
4.581182008E1,-3.096162714E-2,-1.376255229E-2,8.451147005E-3
4.582186608E1,-1.816478372E-2,-2.063091658E-2,1.842764206E-2
4.583191208E1,-6.681500468E-3,-1.369657833E-2,1.943804510E-2
4.584195808E1,-1.209566183E-2,-1.252345741E-2,2.336780913E-2
4.585200408E1,-8.195461705E-3,-1.633071341E-2,2.960360050E-2
4.586205008E1,-2.285745926E-3,-2.440825664E-2,4.322797805E-2
4.587209608E1,-7.722713053E-4,-1.830615662E-2,5.577679351E-2
4.588214208E1,2.735564485E-4,-1.645724103E-2,5.221235380E-2
4.589218808E1,-1.406570245E-2,-1.826605946E-2,4.677258059E-2
4.590223408E1,-2.880337462E-2,-2.374646254E-2,3.037316538E-2
4.591228008E1,-2.647070959E-2,-2.567751892E-2,1.454200409E-2
4.592232608E1,-1.863175444E-2,2.547016134E-3,3.264155611E-2
4.593237208E1,-4.047100618E-2,1.602554135E-2,2.976454608E-2
4.594241808E1,-6.889287382E-2,-6.669814698E-3,-3.229316790E-4
4.595246408E1,-7.007132471E-2,-3.540691733E-2,1.570610143E-2
4.596251008E1,-3.379742056E-2,-3.018697537E-2,3.831335157E-2
4.597255608E1,-2.224009857E-2,-2.731848508E-2,4.675903544E-2
4.598260208E1,-1.119136065E-2,-3.861716762E-2,4.079763591E-2
4.599264808E1,-1.831957884E-2,-4.875475541E-2,4.470342770E-2
4.600269408E1,-4.300875962E-2,-3.422033414E-2,5.052154884E-2
4.601274008E1,-6.145568192E-2,-2.923223190E-2,5.972409993E-2
4.602278608E1,-5.749576166E-2,-3.388551623E-2,5.426997319E-2
4.603283108E1,-7.158733904E-2,-3.507142141E-2,4.274753854E-2
4.604287808E1,-9.119079262E-2,-3.308811784E-2,5.376352742E-2
4.605292308E1,-7.226290554E-2,-3.532410786E-2,7.283894718E-2
4.606296908E1,-5.966001004E-2,-3.092337027E-2,6.910467148E-2
4.607301508E1,-8.249581605E-2,-3.677966446E-2,6.776962429E-2
4.608306108E1,-8.344968408E-2,-4.682985693E-2,7.866550237E-2
4.609310708E1,-8.140809834E-2,-4.461623728E-2,8.471301198E-2
4.610315308E1,-7.687220722E-2,-4.084747657E-2,9.582218528E-2
4.611319908E1,-6.588959694E-2,-3.955877200E-2,9.090013057E-2
4.612324508E1,-8.755334467E-2,-5.016481131E-2,9.455771744E-2
4.613329108E1,-7.112164050E-2,-2.013261244E-2,1.174193546E-1
4.614333708E1,-1.099181771E-1,-2.464209497E-2,1.344764531E-1
4.615338308E1,-1.251312196E-1,-8.693876117E-2,1.220813096E-1
4.616342908E1,-6.933286041E-2,-4.594973847E-2,1.018602774E-1
4.617347508E1,-1.396988928E-1,-5.582899973E-2,1.340278089E-1
4.618352108E1,-1.146243811E-1,-5.642016605E-2,1.457113773E-1
4.619356708E1,-1.004228070E-1,-6.019306555E-2,1.380694360E-1
4.620361308E1,-1.080806404E-1,-7.797136903E-2,1.411996037E-1
4.621365908E1,-8.854316175E-2,-5.817023292E-2,1.399039775E-1
4.622370508E1,-1.163663715E-1,-7.302910089E-2,1.473305821E-1
4.623375108E1,-9.875861555E-2,-8.110966533E-2,1.512872428E-1
4.624379708E1,-1.015995368E-1,-7.308015972E-2,1.496312618E-1
4.625384308E1,-1.134535372E-1,-8.213197440E-2,1.532542259E-1
4.626388908E1,-1.119462773E-1,-7.274308056E-2,1.545994282E-1
4.627393508E1,-1.170105413E-1,-8.774546534E-2,1.541112661E-1
4.628398108E1,-1.127971038E-1,-7.893703133E-2,1.544070244E-1
4.629402708E1,-1.256804019E-1,-7.842276990E-2,1.524293572E-1
4.630407308E1,-1.226170287E-1,-1.091914847E-1,1.606316864E-1
4.631411908E1,-1.151207611E-1,-1.104519591E-1,1.688286215E-1
4.632416508E1,-1.200427860E-1,-1.188717932E-1,1.813688576E-1
4.633421108E1,-1.014059857E-1,-1.350696683E-1,1.966306418E-1
4.634425708E1,-9.346908331E-2,-1.430038512E-1,1.923736781E-1
4.635430308E1,-1.239524260E-1,-1.367076039E-1,1.901770979E-1
4.636434908E1,-1.434354037E-1,-1.070008725E-1,2.239732593E-1
4.637439508E1,-1.277981251E-1,-1.140771583E-1,2.616351247E-1
4.638444108E1,-6.787042320E-2,-1.178837791E-1,2.471750975E-1
4.639448708E1,-9.993195534E-2,-9.483145177E-2,2.170478255E-1
4.640453308E1,-1.352369487E-1,-1.259861737E-1,1.716779470E-1
4.641457908E1,-1.262381375E-1,-1.070926487E-1,9.763541073E-2
4.642462508E1,-1.905868351E-1,-1.419691592E-1,2.245369554E-1
4.643467108E1,-1.811672300E-1,-1.362042129E-1,2.251721174E-1
4.644471708E1,-1.644564867E-1,-1.151011139E-1,2.461665869E-1
4.645476308E1,-2.015394121E-1,-1.028969139E-1,2.416725010E-1
4.646480908E1,-2.139278203E-1,-1.172190830E-1,2.650666237E-1
4.647485508E1,-1.857619584E-1,-1.056702808E-1,2.722978890E-1
4.648490108E1,-1.712372452E-1,-9.020140022E-2,2.864753008E-1
4.649494708E1,-1.726271510E-1,-1.346743256E-1,2.837303877E-1
4.650499308E1,-1.731609106E-1,-1.529697776E-1,2.842435539E-1
4.651503971E1,-1.680231392E-1,-1.403591782E-1,2.997442186E-1
4.652508571E1,-1.734984219E-1,-1.667539030E-1,2.910932600E-1
4.653513171E1,-1.395867914E-1,-1.927285194E-1,3.042714000E-1
4.654517771E1,-1.060277149E-1,-1.820216328E-1,2.929714322E-1
4.655522371E1,-9.765366465E-2,-1.871516854E-1,3.596665561E-1
4.656526971E1,-2.495438792E-2,-2.014667094E-1,3.881399930E-1
4.657531571E1,-4.327406641E-3,-1.910625249E-1,3.967409432E-1
4.658536171E1,6.156533957E-3,-2.097611576E-1,3.990857899E-1
4.659540771E1,1.074223034E-2,-1.888356358E-1,3.593104184E-1
4.660545271E1,-4.050990939E-2,-1.928288639E-1,3.431956470E-1
4.661549871E1,-5.439802259E-2,-2.497003973E-1,3.817566335E-1
4.662554471E1,-8.282201365E-3,-2.614280283E-1,4.034028351E-1
4.663559071E1,9.403263684E-4,-2.484717667E-1,3.897605240E-1
4.664563671E1,4.204427823E-3,-2.409689128E-1,4.232548773E-1
4.665568271E1,3.107332624E-2,-2.243111134E-1,4.280823767E-1
4.666572871E1,2.745105699E-2,-2.091091573E-1,4.273541868E-1
4.667577471E1,1.568041742E-2,-2.148706466E-1,4.431986511E-1
4.668582071E1,5.068653449E-2,-2.234572172E-1,4.346787632E-1
